,,,,,,,,,,,,,,x,,,,,,,,,,,,
45.196,51.1,54.335,54.981,56.207,54.46,54.622,53.041,46.937,3.0778,3.1271,3.099,3.0894,3.0788,3.0876,2.9984,3.0487,0.0015749,0.00069252,0.0016639,0.0011492,0.0008203,0.00079243,0.00083641,0.0011608,0.0010295,0.0024426
44.642,51.784,53.992,55.466,53.789,54.581,56.377,52.063,46.366,2.9685,3.1124,3.0295,3.02,3.1143,3.0765,3.0776,3.1112,0.0015629,0.0010967,0.00073448,0.0015057,0.00071474,0.0015691,0.00052991,0.0010401,0.0010949,0.0015121
45.777,50.617,53.189,54.449,56.239,56.304,54.378,48.609,45.147,3.02,3.1141,3.0645,3.0684,3.0742,3.0996,3.1339,2.9976,0.0012169,0.0013859,0.00075116,0.0016263,0.0017732,0.00090287,0.0013439,0.0015345,0.00065997,0.0013858
46.724,50.082,52.843,54.32,55.369,55.898,55.569,54.907,39.735,3.0167,3.0534,3.0067,3.0379,3.0975,3.0126,3.0514,3.0711,0.00076193,0.0011587,0.0010805,0.0010539,0.0013169,0.0014764,0.0017209,0.00097243,0.0016112,0.00040984
48.154,53.164,55.226,55.408,54.851,54.727,54.861,52.864,50.055,3.0386,3.0164,3.049,3.0964,3.0736,3.0003,3.0565,3.0765,0.00039805,0.00086551,0.0011545,0.0018047,0.00087012,0.00079916,0.0013667,0.00036698,0.0010394,0.0016969
43.805,52.917,54.372,55.406,54.299,54.914,53.746,54.558,47.37,3.044,2.9962,3.0849,3.1051,3.061,3.0092,3.1003,2.8611,8.52E-05,0.0011553,0.0013469,0.00023164,0.0010762,0.00047299,0.0016773,0.0011833,0.0010618,0.0014687
48.111,53.234,53.506,56.129,54.599,53.067,54.047,53.572,49.387,3.0021,3.0845,3.0065,3.119,3.0207,3.0415,3.0764,3.0563,0.00095483,0.001355,0.00017114,0.0013422,0.00095743,0.0010228,0.0012592,0.00032588,0.0016647,0.00099675
47.282,51.774,53.833,54.291,54.684,52.764,53.602,51.774,44.605,3.0059,3.1323,3.0418,3.0099,3.0261,2.9974,2.9723,3.0104,0.00047181,0.0015534,0.00046644,0.00093436,0.0011903,0.00091007,0.00052688,0.0011319,0.00071791,0.0011272
47.331,52.678,51.932,53.279,55.672,55.848,52.405,52.179,44.547,3.0252,3.0481,3.0444,3.1019,3.0695,2.9934,2.9256,2.9305,0.0014114,0.0020944,0.0010084,0.0013222,0.00097226,0.00033252,0.00078447,0.0013412,0.00080674,0.00060072
43.846,50.063,54.14,56.051,55.015,52.07,54.074,52.844,43.296,2.998,3.1104,3.0161,3.0632,2.9242,3.0077,3.0411,3.0573,0.00070593,0.0011954,0.0016646,0.0010509,0.0011118,0.00057065,0.0010756,0.0010488,0.00093546,0.0018772
44.381,52.604,53.743,54.925,54.613,56.101,53.7,51.713,44.839,3.0769,3.0406,2.988,3.0124,2.9643,3.0789,3.0842,2.8803,0.00071017,0.0012217,0.0012025,0.0012227,0.0012188,0.00085023,0.00043312,0.0017425,0.0015362,0.00158
44.153,52.295,54.601,54.76,55.282,55.972,54.013,50.011,44.541,2.9221,3.0173,3.0441,3.067,3.0605,3.0812,3.0452,3.0319,0.00073189,0.00095361,0.0025263,0.001218,0.0012048,0.0011567,0.0004021,0.0010418,0.00084464,0.0015728
46.172,52.209,52.425,53.578,55.917,55.917,53.511,51.337,46.36,2.9746,2.9152,3.0711,3.0728,3.1092,3.1011,3.1152,3.0166,0.00087898,0.0017473,0.0018138,0.0013267,0.0020476,0.00051416,0.00062257,0.00056711,0.00090687,0.0014492
43.744,51.377,54.609,56.557,54.466,55.473,55.258,52.196,44.835,3.0062,3.0517,3.0731,3.0411,3.0764,3.0574,2.9448,2.9904,0.0011805,0.00096816,0.0015554,0.00096182,0.0014563,0.00050073,0.00090996,0.00083945,0.00094587,0.0011807
47.346,50.262,53.049,54.352,55.404,53.578,52.489,53.061,47.866,3.0201,3.0174,3.037,3.098,3.0978,3.1372,3.1223,3.0348,0.00078579,0.0014408,0.0012896,0.0011783,0.0014437,0.0010146,0.00058344,0.0016747,0.00099216,0.0013303
45.952,51.414,54.375,56.249,54.785,54.387,52.147,51.143,37.759,2.9938,2.9622,3.0777,3.0706,3.0832,3.0628,3.1096,3.0107,0.0010915,0.0008194,0.001291,0.00087992,0.00035218,0.00089027,0.000581,0.00098294,0.0012847,0.0019947
48.348,50.955,50.709,54.846,55.008,53.927,54.799,53.893,45.931,2.9734,3.0609,3.0644,3.0849,3.1131,3.0782,3.0927,3.0425,0.0019765,0.0011901,0.0013139,0.00061352,0.0011066,0.0017788,0.00057095,0.00082278,0.0011262,0.0011745
43.418,49.436,53.977,55.346,55.231,55.993,54.183,52.83,47.162,2.9807,3.0384,3.1273,3.1149,3.0559,3.1313,3.0891,3.0959,0.0012405,0.00084134,0.0011149,0.0012265,0.0012944,0.0014925,0.00083681,0.00061889,0.0013643,0.00055033
47.571,53.12,54.224,53.514,54.879,53.432,53.979,50.563,44.637,3.0537,3.0785,3.0354,3.0873,3.0255,3.1098,3.0749,3.0109,0.001412,0.00074896,0.0021393,0.00085396,0.00099577,0.0011948,0.0013185,0.00083635,0.0010653,0.0015004
45.646,52.241,53.538,54.802,56.283,55.173,53.101,51.541,46.188,3.094,3.0428,3.0363,3.1165,3.0529,3.1178,3.1056,3.0296,0.0014008,0.00019977,0.00069791,0.0010708,0.00096928,0.0013016,0.00059848,0.0004936,0.0020531,0.0014037
49.301,51.658,53.05,55.25,54.695,55.692,53.945,52.208,46.26,2.9159,3.0599,3.0808,3.0698,3.0735,3.0973,3.0602,2.9198,0.0012343,0.0014363,0.00096317,0.0012366,0.00042507,0.00071785,0.00073153,0.00038648,0.0016326,0.00096792
45.807,50.815,52.384,54.165,56.242,56.96,54.082,51.796,44.449,3.1118,3.1203,3.1027,3.118,3.1025,2.9245,3.0216,2.9384,0.0019146,0.0014263,0.0010727,0.00075876,0.00037897,0.00091214,0.0012583,0.00076004,0.0010611,0.00070247
42.767,51.37,53.451,55.506,55.798,54.157,55.283,52.631,45.236,2.948,2.9701,3.1365,3.0469,3.0444,3.0289,3.1134,2.9682,0.0011478,0.00075754,0.00084826,0.0016589,0.0015296,0.0013875,0.00041719,0.00058657,0.00060592,0.0014179
46.606,52.355,54.7,55.219,54.71,55.097,51.65,53.353,48.504,3.092,3.1161,3.0121,3.0052,3.015,3.0739,2.8977,2.9848,0.0011505,0.00053775,0.0010674,0.00065551,0.00082836,0.00060052,0.00072181,0.00051425,0.0010051,0.00086954
43.162,51.023,54.398,53.821,55.045,53.942,53.531,51.506,43.589,2.9535,3.0388,3.0602,3.0204,3.0644,3.0461,3.1271,3.0543,0.00096531,0.0013608,0.00069051,0.00090247,0.00089355,0.00087307,0.001291,0.0014203,0.0012298,0.00074315
42.965,50.749,54.122,54.156,54.587,55.006,54.136,54.053,47.439,3.0101,2.997,3.058,3.0541,3.102,3.0683,3.086,3.0145,0.0009762,0.00099114,0.0026206,0.00088461,0.0014497,0.00096202,0.00054167,0.00064235,0.0010935,0.0010027
46.03,53.229,51.512,54.446,54.678,56.478,54.423,50.963,45.532,3.1254,3.0371,3.1123,2.8828,2.9884,3.0245,3.1037,2.9809,0.0014077,0.00047033,0.00062471,0.0012233,0.00091954,0.0012748,0.00084481,0.00083507,0.0013009,0.00086719
48.613,50.692,55.521,53.646,53.285,53.048,54.311,51.305,44.295,3.0794,3.04,3.0081,3.0666,3.1371,3.1173,3.1095,3.0209,0.00042127,0.00094358,0.0011373,0.00051669,0.0012161,0.0008095,0.00097703,0.00089153,0.00078025,0.0023965
46.323,51.126,54.326,55.467,54.622,54.242,53.318,50.601,41.868,2.9489,3.0176,3.0773,3.0348,3.0513,3.0784,3.094,3.078,0.0011607,0.00040033,0.0015003,0.001691,0.00080197,0.001043,0.00067061,0.00079723,0.00099943,0.0010134
45.007,49.817,52.573,55.184,55.361,55.409,54.484,50.616,45.641,3.0713,3.053,3.0507,3.0393,2.9556,3.0684,3.0484,2.9462,0.00089209,0.0007845,0.0002639,0.00062152,0.00099077,0.00037478,0.0014765,0.0012678,0.0012241,0.0015358
47.982,49.918,52.966,52.255,54.723,56.308,56.521,52.331,43.971,3.0938,3.0868,3.0245,3.1061,3.0065,3.0687,3.1186,3.0621,0.0013602,0.0016119,0.0018249,0.0015748,0.00097796,0.001115,0.0013701,0.00073378,0.0011007,0.00098441
48,52.571,53.089,53.167,54.778,55.391,53.298,50.906,44.829,3.0811,3.1007,3.0013,3.0106,3.1188,3.0204,3.0277,3.0759,0.00052628,0.0010384,0.0010047,0.0005399,0.00045536,0.0013389,0.00085493,0.00028455,0.0013646,0.0016882
46.177,52.584,55.489,54.816,54.721,55.544,52.678,51.809,45.436,3.1196,3.0988,3.1113,3.1101,3.0298,3.014,3.085,3.1178,0.00082168,0.0011836,0.00058627,0.00062325,0.0016035,0.0015491,0.0013374,0.00099528,0.001768,0.0017311
47.422,49.501,53.529,54.939,54.958,54.026,52.35,50.74,41.905,3.0052,2.9856,3.082,3.0397,3.0198,3.0555,3.0274,3.0182,0.0011661,0.0015581,0.00026519,0.00090567,0.0015858,0.0013976,0.0010521,0.0016177,0.0012214,0.0022201
43.051,50.953,54.179,53.992,55.567,56.141,54.108,49.665,45.877,2.9961,3.0496,2.9893,2.9852,2.9652,3.0631,2.9932,3.0968,0.0011877,0.0016378,0.0016069,0.00051475,0.00078155,0.00077379,0.0012846,0.00073902,0.00091331,0.0010567
48.674,53.633,53.999,55.631,55.249,53.475,53.467,52.924,46.929,2.9726,3.094,3.0418,3.0445,3.0259,3.0098,3.0975,3.0676,0.0016029,0.001643,0.0010877,0.00089981,0.0012312,0.0004337,0.0011417,0.00043127,0.0006888,0.001278
45.535,52.931,53.47,55.18,56.606,53.785,52.614,53.161,43.559,2.9837,3.0819,3.0836,3.088,3.047,3.1247,2.9875,2.9222,0.0024063,0.0011787,0.0010109,0.00039743,0.0011409,0.00054436,0.00068335,0.0016008,0.00091011,0.0020934
45.937,53.901,53.457,54.199,55.515,55.547,51.335,52.965,46.242,3.0394,3.0644,2.9493,3.0547,2.9756,3.0136,3.0059,3.0097,0.0016018,0.00099154,0.0013743,0.00083191,0.0011588,0.00067662,0.0017863,0.00088954,0.000864,0.0025085
46.614,50.797,53.998,55.073,54.822,53.415,53.727,51.184,46.953,2.9258,3.0441,2.972,3.0549,3.0896,3.0557,3.0634,2.998,0.0011206,0.0010379,0.001928,0.00098772,0.00039257,0.0012437,0.0020399,0.00067291,0.0014643,0.00092846
50.433,54.049,53.579,53.389,55.21,53.477,53.957,51.425,42.195,3.0149,2.9831,3.0583,2.9733,2.9915,3.1037,3.1227,3.0255,0.00052762,0.00057563,0.00066081,0.00093342,0.0010902,0.0010141,0.00055312,0.0020504,0.00061341,0.0021185
49.278,54.612,53.314,54.616,54.646,54.22,53.156,51.212,44.503,2.962,2.9638,2.9989,3.0471,3.0971,3.0509,2.9651,3.0995,0.00094184,0.00092549,0.0023032,0.0010791,0.0016387,0.0014919,0.00071695,0.00098625,0.00062319,0.00088433
44.781,53.089,51.452,55.616,56.534,55.07,52.814,51.193,44.26,2.9976,3.0634,3.0629,2.9762,2.984,3.087,2.993,2.9784,0.001109,0.0015267,0.0017892,0.00034782,0.00033956,0.00062978,0.00055665,0.0009758,0.0005079,0.00058923
47.325,52.96,53,54.606,56.13,52.935,54.597,51.917,44.704,3.0064,3.0428,3.0721,3.1016,3.0127,2.8948,3.095,3.0754,0.0015735,0.00016315,0.0011668,0.00047996,0.0017998,0.0012279,0.0012413,0.00091427,0.00083769,0.00082648
47.511,50.784,54.643,55.083,56.067,54.853,51.286,51.435,46.67,3.0538,3.0803,3.0045,3.0515,3.0467,3.0405,3.0892,2.9591,0.00099336,0.0021828,0.0009284,0.0016178,0.00035366,0.00013819,0.00087189,0.0018421,0.0012757,0.00067871
44.543,51.441,54.091,54.016,53.704,53.274,53.671,49.678,43.679,2.9418,3.0067,3.0489,3.0715,3.0913,3.078,3.0063,2.8748,0.0011047,0.00099465,0.0017825,0.00078297,0.0015269,0.0018112,0.0015713,0.0003202,0.0010742,0.00183
44.572,51.924,53.716,55.728,56.507,56.472,55.249,52.878,39.984,2.8932,3.0462,2.9818,2.9641,3.0939,3.0024,3.0176,2.9915,0.0015518,0.0014129,0.0012787,0.0014862,0.00066661,0.0010157,0.00087556,0.0012376,0.001818,0.002474
47.59,52.063,53.776,53.148,55.871,53.846,53.918,52.456,46.529,3.0038,3.1031,3.0824,3.0573,3.0728,3.1064,3.0047,3.092,0.0012118,0.00040374,0.0012296,0.00049017,0.001247,0.00053546,0.0019136,0.0008165,0.00081745,0.0015329
49.021,51.988,54.46,53.422,55.378,52.374,53.538,51.457,46.864,3.1035,3.0187,3.0836,3.1021,3.0993,2.9924,3.0207,3.1218,0.0010393,0.0010904,0.00026525,0.00067873,0.0010143,0.000776,0.0011683,0.00079438,0.0022701,0.0005302
45.057,50.809,55.97,56.256,53.71,55.144,51.819,48.678,45.53,2.8782,2.9427,3.013,3.1289,3.0838,3.0792,3.0143,2.9836,0.000728,0.0012746,0.0018893,0.0010097,0.0011779,0.0024564,0.00093569,0.0015645,0.0028934,0.00062978
44.714,51.987,55.973,55.333,55.888,54.599,52.651,51.6,43.556,2.9145,3.054,3.0867,3.0519,2.981,3.0303,2.9531,3.1,0.00099287,0.00026794,0.00048082,0.00077533,0.0012107,0.00063972,0.002065,0.0015492,0.00088611,0.00057498
47.158,53.843,53.043,53.789,53.195,52.971,55.747,51.694,45.093,3.0851,3.0242,3.0475,3.0691,3.0554,3.0543,3.108,2.8926,0.00091736,0.0005731,0.00098334,0.0014748,0.00033634,0.00067099,0.00085863,0.00064412,0.00049043,0.001307
46.028,52.708,52.293,54.387,54.281,54.963,54,51.938,49.837,3.0369,3.0463,2.9764,3.0962,3.0582,2.9438,2.938,2.9802,0.00187,0.0011594,0.00079358,0.0014044,0.0010629,0.00087912,0.00077337,0.00070227,0.0018114,0.0007039
41.624,51.401,51.333,55.41,54.457,55.06,54.529,52.95,46.554,2.9396,3.0902,3.0679,3.0936,3.0707,3.0927,3.0946,3.128,0.0014375,0.0011899,0.00098589,0.0014624,0.0004877,0.00064831,0.0006028,0.00077979,0.0011723,0.00098078
44.438,52.398,51.823,53.188,53.589,55.879,53.542,52.629,44.442,3.0141,2.9738,3.0481,3.0167,3.098,3.0612,3.0592,2.9675,0.0020471,0.00065341,0.00025815,0.00085611,0.00045881,0.0013997,0.00097386,0.0011436,0.00033142,0.0010067
48.512,51.095,52.945,55.663,55.565,53.25,53.655,50.926,48.54,2.9194,3.091,2.9982,3.0895,3.0803,3.0902,3.048,3.0678,0.00094911,0.0017254,0.00062196,0.00099211,0.00085595,0.0013803,0.00081195,0.00072335,0.0021698,0.0010599
44.2,49.452,53.995,55.488,54.934,54.489,54.045,51.064,44.127,3.0496,3.0881,3.0976,3.0959,3.0066,3.0363,3.0176,3.0001,0.0011697,0.0016848,0.0010209,0.00068051,0.0013283,0.0015332,0.0011357,0.0010564,0.00071585,0.00088465
42.249,52.012,52.547,56.619,54.73,55.599,55.475,52.719,42.597,2.9985,3.1232,2.9828,2.9977,3.0202,3.0832,3.0224,3.0751,7.78E-05,0.00081663,0.00053761,0.0014183,0.0010626,0.0010713,0.0011645,0.0011414,0.00054773,0.0017016
47.958,51.12,54.59,54.354,53.122,52.648,53.721,54.239,43.992,2.9902,3.048,3.0406,3.0655,3.0815,3.1167,3.1066,2.9851,0.00096484,0.0011649,0.0013546,0.0011981,0.00083401,0.0013109,0.00069732,0.0021979,0.00015011,0.00096227
44.342,50.299,52.451,56.31,54.012,54.915,52.865,51.32,47.734,2.8762,3.0388,3.0814,3.1242,3.0417,3.0122,3.0315,3.058,0.0017539,0.0017597,0.0010697,0.0016432,0.0011149,0.00085253,0.0017778,0.0010763,0.0015027,0.0012137
45.134,53.591,54.205,53.179,55.973,55.61,55.314,52.387,47.015,3.0743,3.0593,3.0908,2.9879,3.0738,2.9903,3.0919,2.8362,0.0011223,0.0013351,0.0012496,0.0006222,0.00067031,0.0010133,0.0005291,0.00091538,0.00085662,0.0016561
45.888,50.841,53.658,56.414,54.164,53.258,54.114,50.682,48.712,2.8615,2.9661,3.0658,3.066,3.0796,3.0616,3.1023,3.0629,0.00074344,0.00087137,0.00097671,0.0015421,0.0010586,0.00051318,0.0012035,0.00091886,0.0012519,0.001188
44.667,49.374,55.418,55.166,53.218,55.316,53.131,52.923,45.175,3.0346,3.0858,3.1035,3.0887,3.0035,3.1171,3.1067,2.9742,0.0010286,0.0014835,0.0015193,0.00076674,0.00084699,0.00079749,0.0013587,0.00095402,0.0016346,0.00034553
48.886,49.208,52.471,56.343,56.475,55.524,53.295,51.154,47.931,2.9556,3.0832,3.0209,2.9174,2.993,3.0241,3.0465,3.0123,0.00092806,0.00096093,0.0011013,0.0014901,0.0012939,0.000569,0.00072633,0.0010375,0.0018892,0.0017438
44.276,53.3,54.579,55.342,53.126,54.467,53.421,53.372,47.613,3.0197,3.025,3.0367,3.0436,3.0759,3.1259,2.9984,2.8655,0.00050488,0.0014139,0.00075467,0.0020296,0.0014766,0.0014671,0.0011741,0.00043011,0.0017543,0.00068728
41.864,51.69,54.285,54.062,55.284,55.995,53.915,48.645,47.428,3.015,3.1086,3.0594,3.0682,3.0398,3.0506,3.0653,3.0488,0.0010445,0.00087224,0.0010764,0.0012205,0.001274,0.0004514,0.0010773,0.0018511,0.00076823,0.0016419
45.749,51.845,53.88,56.656,55.407,53.079,52.883,49.395,45.138,2.9817,3.1167,3.0208,3.0501,3.0825,3.0407,2.9163,3.012,0.001085,0.00081907,0.00060811,0.0013557,0.0017321,0.00029671,0.0003163,0.00074127,0.00072727,0.00061578
46.196,51.121,50.789,56.608,55.114,55.25,54.776,53.384,41.82,3.0528,2.9301,2.9644,3.0817,3.0922,3.1213,3.0494,3.0313,0.00078217,0.0014336,0.0011936,0.00061504,0.00060651,0.0013158,0.0019469,0.00098905,0.00022449,0.0018776
48.096,51.603,52.662,54.02,55.637,54.531,56.7,53.288,44.817,2.9413,3.0705,3.0515,3.0871,3.1209,3.0538,3.0888,3.0386,0.0015071,0.0016417,0.0015794,0.00061972,0.00077297,0.00043869,0.00092885,0.0010909,0.00071096,0.0010579
43.385,51.193,54.155,53.498,54.364,54.692,52.393,55.206,48.074,3.0062,3.0599,3.0726,3.0897,3.0633,3.008,3.0076,2.991,0.0020269,0.0013991,0.0014276,0.00079514,0.00085713,0.0011864,0.000527,0.0010685,0.0018846,0.0011774
47.527,52.633,54.846,54.422,55.707,54.644,51.403,51.443,46.027,3.1063,3.0638,3.0637,3.1236,3.038,2.9492,3.0612,3.0311,0.00085837,0.00051937,0.00077594,0.00047736,0.00094718,0.00083841,0.0013899,0.0010953,0.0013622,0.00066899
40.593,48.931,55.047,56.139,55.964,54.276,54.393,51.107,43.081,3.0703,3.0612,3.1207,3.0264,3.0838,3.0364,3.0662,3.09,0.00082684,0.0019811,0.00092702,0.0016541,0.00057078,0.0010006,0.00053283,0.00057334,0.0017613,0.0015627
45.184,53.043,53.866,53.486,53.933,54.383,53.797,52.814,43.816,2.9609,3.1327,3.0731,3.0789,3.0467,3.1378,3.0215,2.9415,0.0011227,0.0014504,0.0010053,0.00044925,0.0012288,0.00090309,0.0019013,0.0012229,0.0018795,0.00046144
46.027,49.204,53.001,54.19,54.474,55.342,54.832,52.913,43.118,3.0669,3.0856,3.1065,2.9998,2.958,3.0246,3.0469,2.9086,0.0015127,0.001716,0.00083494,0.00068298,0.00050754,0.00086963,0.0010114,0.0011066,0.00068464,0.0013217
44.081,51.721,55.86,54.864,56.848,53.021,53.707,53.34,44.852,3.0399,3.0313,2.9838,3.1017,3.0528,3.088,3.096,2.9774,0.0012929,0.0014946,0.00035517,0.0022806,0.00071014,0.00081092,0.00074402,0.00068503,0.00092206,0.00065822
44.147,50.433,52.961,56.016,56.117,54.921,52.409,53.212,45.617,2.8484,3.0082,3.0689,3.0755,3.079,3.0268,2.9858,3.0606,0.0017021,0.0016212,0.001223,0.0017474,0.0007584,0.0020777,0.001224,0.00065955,0.0005159,0.001233
45.024,48.959,54.75,55.682,53.258,54.079,52.477,52.912,41.592,3.0927,3.0836,3.0984,3.1325,3.0797,3.0895,3.0373,3.0141,0.0011809,0.00093006,0.00086372,0.00077523,0.00083048,0.001391,0.00055699,0.001132,0.00091,0.000156
46.126,52.707,54.6,54.758,54.294,55.763,52.018,52.506,47.762,2.936,3.1108,3.0555,3.0026,3.0287,3.0767,3.0485,3.033,0.00165,0.0013339,0.00041779,0.00061244,0.0003885,0.0011145,0.00089468,0.0009659,0.00071041,0.00092692
48.132,52.519,53.173,55.545,52.879,54.788,52.317,52.162,45.007,3.0712,3.1222,3.0539,3.016,3.0057,2.9841,3.0239,2.9529,0.0016245,0.0010624,0.0010625,0.0016644,0.00067958,0.00092465,0.0010421,0.0016894,0.00048655,0.0024716
42.681,50.562,53.918,55.644,54.504,54.337,53.822,51.958,45.554,3.0151,3.1155,3.0309,3.063,3.0771,3.0169,2.9937,2.9854,0.0006859,0.00068832,0.00099302,0.00046819,0.0011898,0.0012276,0.0014823,0.00054156,0.00092019,0.00067182
45.54,50.612,50.754,55.435,54.937,55.049,54.926,52.33,48.92,2.9485,3.0403,3.0145,3.0384,3.0902,3.1116,3.0604,3.0989,0.001029,0.00043592,0.0014612,0.0012364,0.0016978,0.0013383,0.00081562,0.00078013,0.00075674,0.0018148
45.604,53.378,55.408,55.385,53.668,54.837,54.683,47.835,45.697,2.976,3.1183,3.0302,3.0628,3.0177,2.939,3.0345,3.0529,0.0018967,0.00043715,0.00077956,0.0017417,0.00060126,0.00065149,0.00070393,0.00091462,0.00092845,0.0010877
40.81,52.241,54.161,54.787,52.242,54.615,54.508,49.562,45.672,3.0354,3.0777,3.0023,2.9202,2.9982,3.0961,3.0363,2.8729,0.00090072,0.00085416,0.0010052,0.0010044,0.0012219,0.0005896,0.00082766,0.00099343,0.00096579,0.0013007
49.027,50.644,54.129,54.367,54.087,54.723,54.974,49.74,43.078,2.9241,3.087,3.1194,3.0467,3.0545,3.0585,3.0533,2.924,0.00085879,0.0017313,0.00089917,0.00046917,0.00019817,0.0012534,0.0018927,0.001217,0.0010171,0.00086239
45.508,51.727,52.585,54.259,56.005,52.819,52.888,52.532,46.846,2.998,3.0359,3.09,3.1236,3.1351,3.0714,3.0437,3.0185,0.0017252,0.00065427,0.00080024,0.00065614,0.0010245,0.0011126,0.00057258,0.00070315,0.0010035,0.0019466
48.58,51.874,53.955,53.144,55.084,53.786,54.628,51.795,46.098,3.0485,3.0769,3.0946,3.0465,2.9937,3.0454,2.9187,2.9449,0.0010569,0.00058836,0.0013845,0.00081448,0.00027736,0.00098008,0.0017254,0.00094151,0.00074228,0.00025662
41.664,51.526,54.099,53.337,56.22,53.929,51.305,51.084,48.037,2.9522,3.0652,3.0084,3.0802,3.0771,3.1255,3.0731,2.9933,0.00086815,0.0014682,0.00068082,0.0019287,0.00024751,0.00076223,0.0016414,0.00060893,0.0012405,0.001471
46.358,50.884,55.771,54.956,55.038,53.234,53.562,49.371,42.817,3.1031,3.0373,3.0734,3.0929,3.079,3.1061,2.9973,2.9662,0.00088316,0.00095711,0.00096398,0.00085482,0.00065886,0.00141,0.00039436,0.0011373,0.0010734,0.0011759
45.387,51.603,53.068,52.556,55.768,55.045,55.41,50.788,42.415,2.9834,3.0311,3.1072,3.0672,3.0492,3.0636,3.0371,2.9183,0.00091152,0.0011897,0.00062154,0.0012649,0.00099925,0.00094162,0.0010955,0.0012954,0.00049906,0.0016998
47.592,52.972,54.03,53.277,53.83,53.423,51.888,51.351,43.681,3.06,3.1005,3.0492,3.0705,2.9636,3.0733,3.0224,2.9729,0.0013026,0.00035967,0.0011586,0.00098484,0.0015094,0.00035646,0.0011257,0.00093888,0.001641,0.0020218
44.947,51.507,53.895,54.061,55.033,53.58,54.036,50.226,44.888,3.0688,3.0383,3.0371,3.0861,3.0813,3.067,3.0566,3.0615,0.00041753,0.0021964,0.0025316,0.001302,0.0016499,0.0012294,0.0010425,0.00056316,0.0013568,0.0010225
45.765,50.848,54.995,55.712,53.088,56.098,56.079,52.198,40.33,3.0956,3.0087,3.0124,3.0598,3.073,3.0993,3.0946,3.0331,0.0015453,0.00051173,0.00085199,0.00062681,0.0011293,0.0014689,0.0014998,0.00054445,0.0009672,0.0020379
44.528,49.82,52.787,53.619,55.216,56.343,55.119,53.065,44.819,2.8859,3.0634,3.0883,3.0429,3.0452,3.0119,3.0226,3.0457,0.0013258,0.00094216,0.00035533,0.0012524,0.00090045,0.00069364,0.0012454,0.0012139,0.00053829,0.0014992
47.182,49.958,53.486,54.109,56.016,56.344,54.195,50.861,43.846,2.9784,2.9826,3.0711,3.0868,3.0626,3.0076,3.054,3.0038,0.0012733,0.00090981,0.0016591,0.0012306,0.0017037,0.00025405,0.0009731,0.0014673,0.00035845,0.0023945
45.915,50.959,53.822,56.457,55.15,54.384,54.867,50.057,45.529,2.9637,3.0649,3.0516,3.11,3.1299,3.0398,3.0147,3.0016,0.00081895,0.0007002,0.0020406,0.0011917,0.00030792,0.00064032,0.0018976,0.0016754,0.00066863,0.0012753
40.798,49.78,55.537,55.302,53.597,53.492,54.47,50.529,46.833,2.9929,3.0718,3.0652,3.0922,3.0124,2.9785,2.968,3.1136,0.001126,0.00080997,0.0011368,0.0011182,0.00068015,0.00080958,0.0011857,0.00093078,0.001689,0.0012257
44.823,53.22,53.009,54.736,53.983,53.945,53.287,50.5,46.429,3.0139,3.0494,2.9834,3.1017,3.1058,3.0168,2.9362,2.918,0.0011132,0.0010794,0.0017118,0.0011018,0.00098241,0.0010281,0.0017195,0.00073954,0.00052328,0.00077311
46.977,52.985,53.796,53.922,54.457,54.774,54.816,50.741,44.079,3.0492,3.1078,3.0625,2.9829,3.077,3.0453,3.0372,3.0796,0.00070346,0.00083656,0.00062266,0.00084123,0.0011808,0.00049187,0.00139,0.00073161,0.00055713,0.000791
45.536,50.744,53.282,54.569,54.793,54.922,51.24,51.477,47.339,3.0488,2.9795,3.063,3.0695,3.0216,3.0068,3.0338,3.0368,0.0011892,0.00099428,0.001022,0.0012421,0.0015639,0.0017874,0.00092026,0.00015638,3.56E-05,0.00081567
42.811,52.032,51.393,52.769,55.787,56.563,54.014,50.922,42.8,2.9746,3.0527,3.0224,3.088,3.0881,3.0356,2.9759,3.0435,0.0016959,0.00035237,0.00065418,0.0012515,0.0010031,0.0008395,0.00042689,0.00067317,0.00096117,0.0013725
44.426,50.475,52.726,55.241,53.386,54.349,51.328,51.15,44.281,3.0478,3.0776,3.0828,3.0735,3.0533,3.0865,3.1003,2.9969,0.0012497,0.0016669,0.0015943,0.001053,0.00060507,0.0010666,0.0019899,0.00095488,0.0012006,0.0005654
42.835,53.746,54.426,55.435,55.978,54.442,54.64,52.501,42.582,2.9887,3.0072,3.1349,3.0935,3.1033,3.0867,3.1297,3.0689,0.0015121,0.0010647,0.0011441,0.0013088,0.00076472,0.0014063,0.00077425,0.00090985,0.00064642,0.00095428
41.944,49.954,53.967,54.061,54.282,54.988,53.75,52.566,46.271,3.0938,2.9344,2.9654,3.0671,3.069,3.0941,3.0993,3.0536,0.00056274,0.0010228,0.0013313,0.0013765,0.00063225,0.0024745,0.00045125,0.00042292,0.00091134,0.0014774
44.99,52.213,53.171,55.654,55.886,54.706,53.834,50.713,43.538,3.0203,3.073,3.0554,3.0962,3.0174,2.9965,3.0888,2.9565,0.0013174,0.001317,0.0010987,0.0011801,0.0011954,0.00086575,0.00054885,0.0010029,0.0004989,0.0013516
